"","Year","President","Sentences"
"5448",2007,"Mbeki","“It was a place in which to live in some places was to invite others to prey on you or to condemn oneself to prey on others, guaranteed neighbours who could not but fall victim to alcohol and drug stupors that would dull the pain of living, who knew that their lives would not be normal without murder in their midst, and rape and brutal personal wars without a cause.  "
"5449",2007,"Mbeki","“It was a place in which to live in other neighbourhoods was to enjoy safety and security because to be safe was to be protected by high walls, electrified fences, guard dogs, police patrols and military regiments ready to defend those who were our masters, with guns and tanks and aircraft that would rain death on those who would disturb the peace of the masters”¦  “We have gathered here today, on Freedom Day, because in time, our people, together with the billions of human beings across the globe, who are our comrades-in-arms and whom our distinguished guests represent, decided to say – an end to all that! "
"5450",2007,"Mbeki","”¦  “We are greatly encouraged that our General Elections of a fortnight ago confirmed the determination of all our people, regardless of race, colour and ethnicity, to work together to build a South Africa defined by a common dream”¦  “None of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty. "
"5451",2007,"Mbeki","This relates to everything, from the improvement of the health of our people, to reducing the levels of crime, raising the levels of literacy and numeracy, and opening the doors of learning and culture to all”¦  “We pledge to all the heroes and heroines who sacrificed for our freedom, as well as to you, our friends from the rest of the world, that we will never betray the trust you bestowed on us when you helped to give us the possibility to transform South Africa into a democratic, peaceful, non-racial, non-sexist and prosperous country, committed to the noble vision of human solidarity.  "
"5452",2007,"Mbeki","“The work to create that South Africa has begun. "
"5453",2007,"Mbeki","That work will continue during our Second Decade of Freedom.”  "
"5454",2007,"Mbeki","Fifty years before, as they prepared to convene the Congress of the People, which adopted the Freedom Charter, the patriots of the day had said, “Let us speak together, all of us together – African and European, Indian and Coloured ”¦ all the people of South Africa ”¦Let us speak together of freedom. "
"5455",2007,"Mbeki","And of the happiness that can come to men and women if they live in a land that is free”.  "
"5456",2007,"Mbeki","We must today renew our pledge, to speak together of freedom, to act in partnership to realise the happiness for all that should come with liberty, to work together to build a South Africa defined by a common dream, to say, together, in action – enough of everything that made our country to contain within it and represent much that is ugly and repulsive in human society!  "
"5457",2007,"Mbeki","We must continue to respond to the perspective we spoke of as the present government began its term of office, fully conscious that “none of the great social problems we have to solve is capable of resolution outside the context of the creation of jobs and the alleviation and eradication of poverty”, and therefore that “the struggle to eradicate poverty has been and will continue to be a central part of the national effort to build the new South Africa”.  "
